Dataset,run,method,il2_conc,activator_conc,abs_surface_density,viability,cum_consumed_glucose,total_cells,total_live_cells,live_fold_change,cd4_frac,cd69_frac,cd8_frac,cd4_memory_frac,cd8_memory_frac,memory_frac,Total cd4_cells,Total cd69_cells,Total cd8_cells,cd4 memory cells,cd8 memory cells,Total Memory Cells,Total Live cd4 Cells,Total Live cd8 Cells,live_cd4_memory_frac,Total live cd4 memory cells,live_cd8_memory_frac,Total live cd8 memory cells,live_memory_frac,Total Live Memory Cells,Ratio of CD4 to CD8 Memory Cells ,Ratio CD4 Memory Cells to CD4 Cells,Ratio CD8 memory Cells to CD8 Cells,6-Apr,BAFF - 6,GM_CSF - 6,IFN_alpha - 6,IFN_gamma - 6,IL10 - 6,IL12p70 - 6,IL13 - 6,IL15 - 6,IL16 - 6,IL17a - 6,IL2 - 6,IL21 - 6,IL23 - 6,IL2R - 6,IL3 - 6,IL31 - 6,IL4 - 6,IL5 - 6,IL6 - 6,IL8 - 6,IL9 - 6,LIF - 6,MCP_1 - 6,MIF - 6,MIP_1a - 6,MIP_1b - 6,OSM - 6,TNFa - 6,TNFb - 6,8-Apr,BAFF - 8,GM_CSF - 8,IFN_alpha - 8,IFN_gamma - 8,IL10 - 8,IL12p70 - 8,IL13 - 8,IL15 - 8,IL16 - 8,IL17a - 8,IL2 - 8,IL21 - 8,IL23 - 8,IL2R - 8,IL3 - 8,IL31 - 8,IL4 - 8,IL5 - 8,IL6 - 8,IL8 - 8,IL9 - 8,LIF - 8,MCP_1 - 8,MIF - 8,MIP_1a - 8,MIP_1b - 8,OSM - 8,TNFa - 8,TNFb - 8,11-Apr,BAFF - 11,GM_CSF - 11,IFN_alpha - 11,IFN_gamma - 11,IL10 - 11,IL12p70 - 11,IL13 - 11,IL15 - 11,IL16 - 11,IL17a - 11,IL2 - 11,IL21 - 11,IL23 - 11,IL2R - 11,IL3 - 11,IL31 - 11,IL4 - 11,IL5 - 11,IL6 - 11,IL8 - 11,IL9 - 11,LIF - 11,MCP_1 - 11,MIF - 11,MIP_1a - 11,MIP_1b - 11,OSM - 11,TNFa - 11,TNFb - 11,14-Apr,BAFF - 14,GM_CSF - 14,IFN_alpha - 14,IFN_gamma - 14,IL10 - 14,IL12p70 - 14,IL13 - 14,IL15 - 14,IL16 - 14,IL17a - 14,IL2 - 14,IL21 - 14,IL23 - 14,IL2R - 14,IL3 - 14,IL31 - 14,IL4 - 14,IL5 - 14,IL6 - 14,IL8 - 14,IL9 - 14,LIF - 14,MCP_1 - 14,MIF - 14,MIP_1a - 14,MIP_1b - 14,OSM - 14,TNFa - 14,TNFb - 14,BCAAs 0.98204 D4,Ethanol 1.1795 D4,Lactate 1 1.3235 D4,1.3653 D4,Alanine 1.4729 D4,1.5208 D4,1.9665 D4,2.3334 D4,Pyruvate 2.3679 D4,Glutamine 2.4489 D4,Dimethylamine 2.7247 D4,Glycine 3.5547 D4,Lactate 2 4.1103 D4,4.1784 D4,Glucose 5.2277 D4,Tyrosine 6.894 D4,Histidine 7.0787 D4,Phenylalanine 7.3801 D4,7.5387 D4,Formate 8.448 D4,BCAAs 0.98204 D6,Ethanol 1.1795 D6,Lactate 1 1.3235 D6,1.3653 D6,Alanine 1.4729 D6,1.5208 D6,1.9665 D6,2.3334 D6,Pyruvate 2.3679 D6,Glutamine 2.4489 D6,Dimethlyamine 2.7247 D6,Glycine 3.5547 D6,Lacate 2 4.1103 D6,4.1784 D6,Glucose 5.2277 D6,Tyrosine 6.894 D6,Histidine 7.0787 D6,Phenylalanine 7.3801 D6,7.5387 D6,Formate 8.448 D6,BCAAs 0.98204 D8,Ethanol 1.1795 D8,Lactate 1 1.3235 D8,1.3653 D8,Alanine 1.4729 D8,1.5208 D8,1.9665 D8,2.3334 D8,Pyruvate 2.3679 D8,Glutamine 2.4489 D8,Dimethylamine 2.7247 D8,Glycine 3.5547 D8,Lactate 2 4.1103 D8,4.1784 D8,Glucose 5.2277 D8,Thyrosine 6.894 D8,Histidine 7.0787 D8,Phenylalanine 7.3801 D8,7.5387 D8,Formate 8.448 D8,BCAAs 0.98204 D11,Ethanol 1.1795 D11,Lactate 1 1.3235 D11,1.3653 D11,Alanine1.4729 D11,1.5208 D11,1.9665 D11,2.3334 D11,Pyruvate 2.3679 D11,Glutamine 2.4489 D11,Dimethylamine2.7247 D11,Glycine 3.5547 D11,Lactate 2 4.1103 D11,4.1784 D11,Glucose 5.2277 D11,Tyrosine 6.894 D11,Histidine 7.0787 D11,Phenylalanine 7.3801 D11,7.5387 D11,Formate 8.448 D11,BCAAs 0.98204 D14,Ethanol 1.1795 D14,Lactate 1 1.3235 D14,1.3653 D14,Alanine1.4729 D14,1.5208 D14,1.9665 D14,2.3334 D14,Pyruvate 2.3679 D14,Glutamine 2.4489 D14,Dimethylamine2.7247 D14,Glycine 3.5547 D14,Lactate 2 4.1103 D14,4.1784 D14,Glucose 5.2277 D14,Tyrosine6.894 D14,Histidine7.0787 D14,Phenylalanine7.3801 D14,7.5387 D14,Formate 8.448 D14,diameter_mean,diameter_sd,circularity_mean,circularity_sd
DOE,1,carrier,30,500,2003,0.972,19.941,41800000,40629600,67.716,0.10208153,0.04197312,0.897918472,0.0659923,0.47657525,0.54256755,4267007.87,1754476.374,37532992.13,2758478.265,19920845.49,22679323.76,4147531.731,36482068.35,0.0659923,2681240.752,0.47657525,19363061.78,0.54256755,22044302.53,0.1385,0.6465,0.5308,186.27,8.265,21539.94,7.2825,3189.9075,280.185,5.385,4494.3675,14.28,230.7675,233.7525,68.9325,142.5825,25.32,102641.64,2438.2275,0,444.3225,222.63,149.6925,1182.315,1119.6,538.3425,124.38,101.01,7912.62,39236.58,147.9975,637.755,2201.3625,504.975,13.95,32345.35,9.675,3742.175,114.475,0,7695.525,0,563.2,139.85,114.325,278.25,52.15,202783.05,3163.525,0,878.15,341.2,122.025,3052.75,2012,1672.325,233.55,303.075,7326.225,130788.6,366.25,844.825,1038.9,685.044,25.326,42409.386,9.126,2749.086,40.554,0,9411.066,0,1465.074,117.828,152.01,397.332,96.822,280589.076,3764.88,0,1127.574,528.984,82.89,2274.264,3460.428,3625.506,385.074,677.376,6539.724,79143.588,633.906,1049.976,406.404,958.17,28.405,43833.855,24.32,1670.195,33.25,0,10505.575,142.31,1848.035,97.47,438.615,432.345,0,276453.325,4039.305,0,1504.895,724.47,163.685,1347.575,2283.42,5531.09,699.58,958.36,3952.38,29751.625,910.955,1234.905,584.82,2.5491,0.54635,5.6614,0.076851,3.401,0.37719,0.35391,0.28846,0.52548,1.5212,1.7337,0.12965,1.8191,0.17272,0.80259,0.093231,0.065686,0.26443,0.022847,0.013785,2.5218,0.63866,7.9873,0.08411,3.5276,0.44019,0.37953,0.35091,0.51299,1.5423,0.55965,0.13002,2.5177,0.14139,0.66874,0.08415,0.064888,0.25362,0.023031,0.015393,2.5726,0.85477,6.6487,0.08279,3.5875,0.45913,0.38301,0.35075,0.47782,1.6298,0.3785,0.1347,2.0472,0.13206,0.76723,0.087313,0.065082,0.26118,0.021847,0.01605,2.635,0.54543,7.1649,0.084978,3.5453,0.39902,0.37425,0.30894,0.3808,1.6208,0.25267,0.14888,2.3144,0.16283,0.79604,0.092007,0.06704,0.27531,0.022682,0.018604,2.5059,0.71924,5.8097,0.073959,3.1192,0.61236,0.4468,0.45985,0.36563,1.3514,0.19348,0.13479,1.9239,0.23881,0.81594,0.086605,0.064541,0.25866,0.023539,0.017778,0.02361577,0.007274484,0.854621246,0.062500128
DOE,2,carrier,20,2500,1579.2,0.95028249,22.428,32922000,31285200.14,52.14200023,0.17934453,0.12967833,0.820655472,0.10691888,0.33370422,0.4406231,5904380.551,4269270.079,27017619.45,3519983.203,10986210.59,14506193.8,5610829.514,25674370.68,0.10691888,3344978.559,0.33370422,10440003.31,0.4406231,13784981.87,0.3204,0.5962,0.4066,226.1325,11.355,36437.025,7.0275,4892.01,607.455,6.36,4458.285,16.995,397.7625,293.5875,75.8625,196.305,21.42,155738.1825,3490.8825,19.4775,538.845,234.645,79.5075,1799.43,2105.4975,556.065,152.97,102.78,8367.9825,39236.58,169.11,1131.33,3819.945,690.6,19.6,60391.85,15.225,5561.375,266,0,9628.1,28.65,654.675,211.375,178.375,681.65,57,336215.7,5978.2,0,1197.175,315.75,105.875,12813.625,7075.575,1650.15,374.65,309.875,25842.65,130788.6,516.225,1380.6,4361.425,1105.832,36.288,77908.936,17.92,4512.032,117.488,0,11553.92,0,2902.312,160.384,296.296,933.744,138.488,521284.344,7349.888,0,1878.744,436.408,85.96,10469.368,8235.304,4165.616,468.552,639.912,62480.936,292966.464,906.808,1799.448,1652.56,1104.84,52.266,82250.037,37.2,2860.494,33.201,0,9912.405,119.784,2689.932,138.012,429.381,854.856,0,518472.21,6536.319,0,2750.568,484.809,143.871,4274.001,5336.805,6176.967,1024.302,990.915,35308.659,998185.368,1140.552,2214.888,797.847,2.4665,0.56479,9.0519,0.086405,3.5292,0.4156,0.35034,0.28663,0.48385,1.4076,1.9608,0.13817,3.0981,0.17985,0.6061,0.10549,0.069531,0.27263,0.026999,0.017988,2.498,0.5412,8.0248,0.088964,3.5613,0.40611,0.35123,0.29314,0.51101,1.5432,0.56173,0.13296,2.6912,0.14876,0.66472,0.093873,0.067562,0.26656,0.024567,0.017104,2.4908,0.77639,7.4555,0.085728,3.2591,0.56364,0.42541,0.43698,0.5191,1.4361,0.21154,0.13516,2.5573,0.1922,0.74233,0.10064,0.065998,0.26759,0.02917,0.015791,2.5224,0.58305,7.9627,0.080165,3.5398,0.36061,0.36738,0.30546,0.41852,1.5111,0.17257,0.1484,2.5228,0.13808,0.62505,0.099092,0.064712,0.2641,0.024963,0.018494,2.5556,0.65025,6.845,0.07352,3.2518,0.55139,0.4454,0.44474,0.42042,1.3853,0.16943,0.13787,2.3022,0.215,0.76304,0.094196,0.065096,0.26475,0.025462,0.018478,0.023381121,0.007264229,0.901879297,0.033983734
DOE,3,carrier,20,1500,2003,0.98447115,22.9375,39520000,38906299.85,64.84383308,0.14173624,0.1563223,0.858263756,0.09093653,0.42973544,0.52067197,5601416.363,6177857.375,33918583.64,3593811.508,16983144.55,20576956.06,5514432.653,33391867.04,0.09093653,3538003.903,0.42973544,16719415.88,0.52067197,20257419.79,0.2116,0.6416,0.5007,252.4725,9.63,22050.7725,7.185,8877.15,798.5025,7.02,4348.59,16.3425,381.8625,342.6,84.015,192.3975,26.025,143506.2975,3470.7525,13.605,452.6925,236.9925,72.9225,2371.605,2130.5475,612.825,171.15,109.3725,8367.9825,39236.58,163.9875,924.84,3446.0175,576.196,23.253,41268.693,12.949,6191.508,310.523,0,6417.621,0,577.024,196.834,113.643,489.9,60.191,225599.686,4769.28,0,961.446,312.294,81.765,7667.004,3031.331,1660.485,280.623,275.494,12529.411,120325.512,415.403,1032.079,2686.814,967.626,39.852,57601.854,13.446,5163.48,112.914,0,7964.298,0,1802.142,153.144,246.942,687.042,0,384510.294,5660.766,0,1449.954,432.27,76.518,6705.18,7994.106,3737.232,684.18,637.416,25943.814,282503.376,703.512,1651.968,813.618,1292.57,45.03,72458.02,31.73,3745.85,45.505,0,12745.865,92.34,2769.535,136.8,497.895,765.605,0,479692.145,6379.63,0,2322.275,658.54,223.63,4075.975,5315.725,6273.04,997.5,921.31,13934.98,1019651.72,1180.755,2238.77,700.245,2.4961,0.57077,8.6884,0.083934,3.5054,0.3746,0.3536,0.30117,0.49354,1.4405,1.7099,0.13706,2.8777,0.16993,0.63738,0.095225,0.066575,0.2635,0.025257,0.016724,2.5169,0.58896,7.5944,0.08438,3.5205,0.3842,0.35862,0.30675,0.51697,1.5357,0.5319,0.13306,2.4158,0.12937,0.71398,0.089573,0.063099,0.25796,0.023081,0.014948,2.5313,0.77381,6.7842,0.087105,3.3362,0.52806,0.40421,0.4014,0.50335,1.5328,0.32763,0.13511,2.1836,0.17921,0.71016,0.088169,0.066883,0.2682,0.022778,0.015206,2.598,0.6229,7.5252,0.077195,3.5294,0.36293,0.38167,0.32197,0.41791,1.5625,0.18639,0.14345,2.4456,0.12413,0.66779,0.094752,0.059496,0.25921,0.022079,0.018445,2.5738,0.63167,7.1541,0.080587,3.2418,0.50732,0.42183,0.4099,0.39041,1.439,0.23272,0.14047,2.2801,0.21385,0.74381,0.090457,0.064345,0.26024,0.023009,0.018509,0.02361577,0.007274484,0.854621246,0.062500128
DOE,4,carrier,20,1500,786,0.96406452,19.609,28520000,27495120.11,45.82520018,0.10301679,0.11896441,0.896983209,0.06407166,0.40122118,0.46529284,2938038.879,3392864.945,25581961.12,1827323.857,11442828,13270151.85,2832459.014,24662661.07,0.06407166,1761657.987,0.40122118,11031624.53,0.46529284,12793282.52,0.1597,0.622,0.4473,186.27,7.5825,26613.3675,6.8025,2855.13,361.7175,0,3902.0475,13.185,252.12,302.4375,61.5375,122.58,22.1325,100696.0875,1965.375,0,394.7175,228.525,122.685,881.13,816.5475,580.8225,119.2575,106.0425,8367.9825,39236.58,131.625,754.125,2829.5775,430.056,12.312,32098.368,10.248,3247.728,112.128,0,6416.424,0,554.592,182.448,109.752,232.728,50.064,197489.088,2380.92,0,934.704,330.888,104.616,1547.352,2053.896,1850.784,206.688,288.888,7159.392,125557.056,320.376,741.6,1923.384,615.45,30.69,38432.845,4.73,2828.32,40.92,0,8037.37,0,1895.355,148.61,207.185,251.9,0,255387.77,2774.585,0,1240.58,441.32,71.28,1371.315,2276.89,3593.92,251.79,650.98,7727.5,287734.92,528.935,1164.735,605.385,842.536,0,43820.244,29.624,2062.364,33.948,0,9262.744,104.604,2367.344,119.048,424.764,329.82,0,267383.372,3018.336,0,1249.268,701.592,86.204,833.428,1504.016,5005.26,677.488,1012.828,6607.164,51833.72,851.92,1318.268,688.528,2.6057,0.62926,7.1921,0.081296,3.5617,0.37614,0.36113,0.29446,0.53991,1.5595,1.853,0.13158,2.4137,0.17528,0.78265,0.091807,0.067499,0.275,0.022844,0.015974,2.4692,0.56803,7.7108,0.090177,3.445,0.40822,0.35459,0.29881,0.50767,1.5063,0.50242,0.13441,2.6382,0.15832,0.64794,0.099348,0.06764,0.26858,0.025326,0.015955,2.5986,0.67275,6.7874,0.086227,3.5573,0.51266,0.39616,0.38406,0.49908,1.6308,0.44101,0.13772,2.092,0.15634,0.72513,0.089343,0.066242,0.26333,0.022186,0.015654,2.5643,0.54974,6.555,0.079582,3.531,0.38002,0.36324,0.29278,0.41465,1.5932,0.20957,0.14115,2.2014,0.14849,0.7885,0.092513,0.067067,0.2753,0.023322,0.019051,2.6335,0.71274,6.1439,0.076693,3.4781,0.63984,0.4403,0.44144,0.41706,1.4696,0.30186,0.14883,1.9715,0.25708,0.81658,0.091994,0.068563,0.27903,0.022611,0.018463,0.022777991,0.006960837,0.89650032,0.038643213
DOE,5,carrier,20,1500,2003,0.96136364,21.04,40480000,38916000.15,64.86000025,0.14713597,0.08788304,0.852864027,0.0900181,0.38518473,0.47520283,5956064.187,3557505.459,34523935.81,3643932.567,15592277.99,19236210.56,5725943.43,33190056.6,0.0900181,3503144.393,0.38518473,14989849.01,0.47520283,18492993.4,0.2337,0.6118,0.4516,232.38,10.32,27869.235,8.115,5875.6275,732.645,6.885,3167.4225,16.995,343.665,359.895,79.185,212.34,24.255,146374.035,3323.055,0,523.8225,200.49,85.4775,2221.8825,2336.1075,540.525,126.0825,112.7175,8367.9825,39236.58,171,1090.365,3028.4325,651.352,16.848,42431.688,15.028,6202.482,278.2,0,5990.192,28.106,743.21,215.15,137.566,621.4,54.236,256515.272,5031.468,0,1155.466,291.252,86.684,7592.156,2882.646,1840.514,359.684,284.05,18643.508,136020.144,446.212,1211.47,3062.8,1235.034,30.132,62862.21,22.14,5935.032,114.696,0,8831.592,61.884,2666.412,172.8,285.714,916.974,0,407042.064,6939,0,1676.214,388.206,69.984,9016.11,4782.24,3572.586,556.416,606.204,32816.124,282503.376,719.874,1636.848,917.19,1628.492,35.512,74510.984,33.672,3845.048,46.092,0,10537.404,143.98,2928.82,141.404,295.78,878.692,0,434882.804,6930.912,0,2185.828,655.684,125.12,4799.18,6614.064,5721.02,846.768,968.576,19948.268,987452.192,1121.112,1994.56,649.428,2.4441,0.61756,8.3993,0.079512,3.4044,0.38612,0.34995,0.29409,0.48584,1.3988,1.8269,0.13554,2.7405,0.16298,0.59184,0.096618,0.062882,0.25586,0.024213,0.016394,2.5718,0.66536,8.0913,0.083846,3.6169,0.39291,0.36861,0.31905,0.52433,1.5758,0.58016,0.13168,2.535,0.12498,0.68642,0.084308,0.062118,0.25325,0.0205,0.015154,2.5606,0.69909,7.0451,0.083789,3.6465,0.49229,0.38258,0.3456,0.5125,1.6228,0.38421,0.13202,2.22,0.13304,0.71009,0.087769,0.068771,0.26732,0.022021,0.015682,2.5667,0.61266,7.6387,0.081673,3.5794,0.40762,0.36748,0.30777,0.41156,1.564,0.23388,0.14127,2.4257,0.14577,0.65543,0.08627,0.065811,0.26385,0.022135,0.016942,2.5544,0.72141,6.9657,0.081439,3.2731,0.58267,0.43515,0.44168,0.39887,1.3748,0.15988,0.14847,2.3263,0.25014,0.78192,0.095293,0.068521,0.26982,0.026981,0.018443,0.02361577,0.007274484,0.854621246,0.062500128
DOE,6,carrier,30,2500,2003,0.96336539,24.0375,38688000,37270680.21,62.11780035,0.19270662,0.21528235,0.807293382,0.10851581,0.32124629,0.4297621,7455433.637,8328843.595,31232566.36,4198259.464,12428376.7,16626636.16,7182306.808,30088373.47,0.10851581,4044458.052,0.32124629,11973067.74,0.4297621,16017525.79,0.3378,0.5631,0.3979,247.8675,11.355,31447.23,9.33,7674.87,671.7075,7.41,4905.1425,16.3425,294.315,393.855,82.425,224.49,26.73,166935.09,3618.7875,10.1475,547.575,251.775,90.8775,3097.4025,1422.06,590.4225,161.265,102.555,8367.9825,39236.58,189.705,1279.9875,3634.8,795.325,23,72548.05,14.65,7438.6,341.775,0,10495.25,36.075,855.525,283.1,205.125,822.45,103.1,341947.325,7482.8,29.775,1606.425,398.775,119.05,15256.95,7106.725,1735.225,397.525,301.2,27893.275,130788.6,549.75,1450.325,5077.875,1399.41,44.766,92276.064,22.572,6617.16,126.414,0,14086.71,65.286,2503.008,189.486,414.828,1141.29,133.542,573421.842,8623.746,0,2189.808,389.232,118.206,21714.696,6953.202,3948.48,633.42,580.554,60249.474,282503.376,924.858,1830.168,1764.666,2190.336,60.45,123055.647,38.688,6328.743,62.031,0,22826.106,145.545,3644.298,198.927,740.094,1519.527,0,696255.381,9645.681,0,3348.093,816.261,300.297,10186.29,7798.236,6524.787,952.506,947.391,86942.259,998185.368,1746.726,2826.456,971.013,2.4234,0.55553,9.0853,0.07956,3.4754,0.37083,0.35036,0.29144,0.4651,1.3711,1.8568,0.13287,3.0619,0.16501,0.53965,0.10502,0.067673,0.2624,0.026934,0.019943,2.4865,0.58625,8.5279,0.08976,3.583,0.41457,0.35079,0.29404,0.4992,1.5244,0.53299,0.13243,2.8559,0.14684,0.63013,0.091141,0.067931,0.26495,0.02353,0.017141,2.4025,0.64459,7.3994,0.079572,3.3153,0.38546,0.36557,0.32513,0.47891,1.4701,0.2272,0.12548,2.4906,0.12164,0.66921,0.094047,0.063132,0.25526,0.02386,0.015879,2.6039,0.56723,8.4048,0.077907,3.6437,0.35566,0.38962,0.32917,0.41625,1.5588,0.24053,0.13932,2.6725,0.12586,0.7045,0.086677,0.062626,0.25937,0.01987,0.018641,2.6259,0.70624,8.2054,0.083043,3.3938,0.44709,0.43011,0.41076,0.40631,1.4576,0.21827,0.14688,2.7413,0.20394,0.72336,0.088971,0.06726,0.26776,0.023236,0.020332,0.02361577,0.007274484,0.854621246,0.062500128
DOE,7,carrier,10,2500,786,0.94770701,19.8235,30458000,28865260.11,48.10876685,0.14295625,0.06944165,0.857043751,0.07857223,0.35432472,0.43289695,4354161.432,2115053.684,26103838.57,2393152.92,10792022.23,13185175.15,4126469.341,24738790.8,0.07857223,2268007.856,0.35432472,10227675.21,0.43289695,12495683.06,0.2218,0.5496,0.4134,197.58,11.7,20242.995,7.2675,3967.2,572.325,5.97,2626.9575,16.3425,317.745,276.21,84.015,159.3975,22.1325,119482.2,2071.05,11.325,466.9425,200.13,67.6275,1124.265,1203.2025,511.9875,137.9175,110.46,8367.9825,39236.58,134.865,1058.0175,3222.0975,418.968,19.896,45751.344,9.864,6453.984,194.568,0,5629.56,0,533.64,145.176,118.584,395.64,65.112,216653.328,2700.888,0,1015.872,268.848,58.608,3015.744,2839.728,1734.024,309.696,238.224,11261.496,125557.056,361.992,1039.056,2903.016,785.616,29.016,46336.992,11.388,5690.724,66.82,0,7113.132,0,1760.668,120.38,195.884,459.264,90.636,328919.604,3396.432,0,1634.412,286.884,0,3579.004,4389.372,3570.424,460.512,685.88,19142.604,272040.288,573.248,1323.4,1171.872,0,29.003,45974.314,27.548,2362.047,0,0,4939.143,0,2363.987,87.591,231.539,388.582,0,277462.971,2862.276,0,1357.321,307.296,0,1758.707,2624.238,5414.249,558.526,989.012,9427.818,383655.273,590.633,1287.675,588.887,2.4257,0.54475,8.1756,0.086676,3.3459,0.39226,0.34398,0.29065,0.46829,1.4027,1.6141,0.13109,2.7239,0.19066,0.5984,0.093819,0.066702,0.25954,0.024821,0.015641,2.5622,0.61934,7.8104,0.085972,3.6097,0.38597,0.36155,0.31344,0.51754,1.5888,0.61846,0.13292,2.475,0.13769,0.66359,0.088118,0.063115,0.2616,0.021993,0.016203,2.5327,0.66582,6.6896,0.087367,3.1442,0.57088,0.43385,0.45771,0.51705,1.4713,0.30684,0.13181,2.1348,0.20284,0.72379,0.083972,0.068027,0.26213,0.023044,0.014952,2.5486,0.51778,7.1398,0.083639,3.5557,0.41512,0.36039,0.29842,0.42717,1.5666,0.20892,0.14285,2.3206,0.1562,0.69203,0.093681,0.069685,0.27332,0.024206,0.018917,2.6095,0.67223,5.2256,0.074653,3.2904,0.57862,0.43767,0.43296,0.43102,1.4288,0.17927,0.14069,1.7058,0.23071,0.85706,0.094814,0.063542,0.2685,0.02494,0.01693,0.022777991,0.006960837,0.89650032,0.038643213
DOE,8,carrier,20,2500,1579.2,0.9706875,21.318,30400000,29508900,49.1815,0.16611768,0.17614362,0.833882324,0.0811957,0.26798287,0.34917857,5049977.35,5354765.926,25350022.65,2468349.31,8146679.309,10615028.62,4901950.007,24606950.11,0.0811957,2395995.792,0.26798287,7907879.713,0.34917857,10303875.5,0.303,0.4888,0.3214,213.5325,12.045,34404.6,7.4025,4947.6225,673.74,6.0075,4038.66,14.985,324.3075,388.8675,75.8625,206.64,23.55,139644.945,3676.245,10.1475,478.335,244.62,91.545,2582.5725,1858.7775,511.59,166.215,90.5175,8367.9825,39236.58,170.595,1155.42,3623.3625,513.422,21.554,47729.422,16.354,5619.51,327.496,0,5888.428,33.02,870.87,299.468,185.51,447.044,69.29,291436.028,6710.886,39.26,1475.942,312.234,91.286,3637.504,3621.566,1795.586,437.086,323.83,20465.406,136020.144,426.972,1332.422,5041.946,775.39,29.574,81314.137,14.416,5406.795,121.9,0,8317.449,0,2868.996,209.562,298.178,612.627,136.157,461703.67,7852.745,0,1992.164,377.89,99.216,5207.356,5371.179,4023.813,520.672,668.065,38892.619,277271.832,747.406,1948.81,2541.827,1425.285,45.03,97753.575,38.95,4064.765,44.84,0,11194.8,92.34,3590.43,186.58,607.43,675.26,0,601684.875,9058.155,0,2539.92,576.84,237.31,3693.41,5912.895,6681.635,899.08,1083.285,53789.57,1019651.72,1473.355,2362.46,857.09,2.5003,0.58944,9.1373,0.086344,3.5288,0.41549,0.35518,0.30041,0.48694,1.4177,1.8433,0.14096,2.9748,0.16927,0.57346,0.10126,0.066073,0.26314,0.025842,0.018672,2.5369,0.59666,8.1679,0.08734,3.5993,0.40264,0.35671,0.30078,0.52227,1.5734,0.56658,0.13117,2.7088,0.13724,0.70814,0.090822,0.065559,0.26446,0.022848,0.015333,2.6304,0.75563,6.689,0.080802,3.6221,0.44552,0.38848,0.34856,0.54922,1.6634,0.36688,0.13138,2.0466,0.11901,0.8189,0.086816,0.065476,0.26276,0.02032,0.015381,2.5418,0.5297,7.5761,0.083409,3.5712,0.39508,0.35642,0.28849,0.47863,1.5467,0.18447,0.14161,2.5802,0.16108,0.66358,0.10164,0.068693,0.27683,0.024764,0.017929,2.5889,0.72187,7.0604,0.074968,3.4443,0.55639,0.43175,0.42443,0.45225,1.4169,0.20173,0.13878,2.2326,0.21345,0.78655,0.090328,0.059944,0.25442,0.022362,0.016295,0.023381121,0.007264229,0.901879297,0.033983734
DOE,9,carrier,20,500,1579.2,0.9872549,15.4325,17442000,17219699.97,28.69949994,0.07783973,0.07918839,0.922160269,0.045794,0.49952696,0.54532096,1357680.588,1381203.881,16084319.41,798738.8957,8712749.306,9511488.202,1340376.796,15879323.15,0.045794,788558.9402,0.49952696,8601704.376,0.54532096,9390263.316,0.0917,0.5883,0.5417,134.3925,5.535,11494.4625,5.5425,2026.335,240.39,0,2497.1475,10.395,168.96,86.235,44.61,77.0325,0,57079.575,1379.265,0,357.915,172.3275,93.3225,432.075,643.1925,518.955,112.395,94.71,2321.6175,39236.58,102.78,394.77,1127.2275,215.075,9.475,15501.525,2.775,1807.475,49.75,0,3255.425,0,215.2,52.5,0,89.3,0,97491.6,1456.675,0,518.225,257.325,64.725,482.7,1051.25,1671.35,165.75,264.95,3015.4,20414.325,263.975,389.75,355.625,1294.164,34.992,89298.018,20.79,5970.078,132.462,0,10339.38,65.286,2311.47,200.178,414.828,1230.606,117.936,508393.746,8543.61,64.314,1875.474,452.952,95.148,20724.552,9806.778,4169.07,709.398,668.142,60249.474,282503.376,827.334,1925.694,1670.49,717.535,0,21092.375,19.095,1621.27,40.66,0,7371.335,115.33,2094.94,52.725,1099.245,189.525,0,131553.245,2349.635,0,726.655,487.065,89.015,316.255,659.395,3270.755,598.215,967.765,3498.375,17605.21,606.1,587.29,556.7,2.7885,0.652,3.5897,0.077495,3.5964,0.39154,0.37198,0.31553,0.59922,1.7713,2.4515,0.13678,1.1184,0.18989,0.94737,0.09174,0.06779,0.28542,0.020547,0.010723,2.591,0.50723,6.0532,0.081512,3.2311,0.6951,0.45877,0.50946,0.5706,1.4921,0.66267,0.13145,1.8845,0.22638,0.81479,0.085633,0.063831,0.26582,0.023679,0.014498,2.62,0.58368,5.1754,0.080129,2.8988,1.0815,0.58295,0.76262,0.5136,1.323,0.47617,0.13699,1.6679,0.35676,0.8214,0.082995,0.066246,0.26898,0.023682,0.014959,2.5256,0.61827,7.6747,0.078668,3.5529,0.35366,0.36726,0.30011,0.42456,1.5206,0.15876,0.1437,2.5896,0.13697,0.6462,0.10315,0.066928,0.26916,0.025327,0.018508,2.7057,0.61382,4.1656,0.075619,3.5042,0.65035,0.4253,0.4186,0.41703,1.5696,0.3357,0.15026,1.3247,0.26866,0.92412,0.090995,0.070219,0.28108,0.022515,0.014269,0.023381121,0.007264229,0.901879297,0.033983734
